Short Name,Item Count,Product Price Group,Product Department,Product Line,Product Group,Product Type,Master Planning Family,Product Sub Group
10950,10950,N,   ,1,5,5, ,35
10950,10950,N,   ,1,5,5, ,35
10950,10950,N,   ,1,5,5, ,35
10950,10950,N,   ,1,5,5, ,35
10950,10950,N,   ,1,5,5, ,35
10950,10950,N,   ,1,5,5, ,35
10029,10029,   ,      ,1,6,13,   ,58
10029,10029,   ,      ,1,6,13,   ,58
10029,10029,   ,      ,1,6,13,   ,58
10029,10029,N,   ,1,6,13, ,58
10029,10029,N,   ,1,6,13, ,58
10029,10029,N,   ,1,6,13, ,58
10029,10029,N,   ,1,6,13, ,58
10029,10029,N,   ,1,6,13, ,58
10029,10029,N,   ,1,6,13, ,58
10029,10029, ,1,1,6,13,G17,58
10029,10029, ,1,1,6,13,G17,58
10029,10029, ,1,1,6,13,G17,58
10295,10295,N, ,1,3,30,TRK,33
10295,10295,N, ,1,3,30,TRK,33
10295,10295,N, ,1,3,30,TRK,33
10295,10295, ,1,1,3,30,G17,33
10295,10295, ,1,1,3,30,G17,33
10295,10295, ,1,1,3,30,G17,33
10295,10295,300,        ,1,3,30,0,33
10295,10295,300,        ,1,3,30,0,33
10295,10295,300,        ,1,3,30,0,33
10393,10393,N,1,1,13,5,30,34
10393,10393,N,1,1,13,5,30,34
10393,10393,N,1,1,13,5,30,34
10393,10393,N,   ,1,13,5, ,34
10393,10393,N,   ,1,13,5, ,34
10393,10393,N,   ,1,13,5, ,34
10393,10393, ,1,1,13,5,G17,34
10393,10393, ,1,1,13,5,G17,34
10393,10393, ,1,1,13,5,G17,34
10656,10656,N,1,1,6,9,30,96
10656,10656,N,1,1,6,9,30,96
10656,10656,N,1,1,6,9,30,96
10656,10656,N,1,1,6,9,50,96
10656,10656,N,1,1,6,9,50,96
10656,10656,N,1,1,6,9,50,96
10656,10656, ,1,1,6,9,G17,96
10656,10656, ,1,1,6,9,G17,96
10656,10656, ,1,1,6,9,G17,96
10814,10814, ,1,1,19,47,G03,61
10814,10814, ,1,1,19,47,G03,61
10814,10814, ,1,1,19,47,G03,61
10814,10814,0,N,1,19,47,   ,61
10814,10814,0,N,1,19,47,   ,61
10814,10814,0,N,1,19,47,   ,61
10814,10814,1, ,1,19,47,0,61
10814,10814,1, ,1,19,47,0,61
10814,10814,1, ,1,19,47,0,61
10018,10018,N,1,1,6,47,10,62
10018,10018,N,1,1,6,47,10,62
10018,10018,N,1,1,6,47,10,62
10018,10018,N,1,1,6,47,50,62
10018,10018,N,1,1,6,47,50,62
10018,10018,N,1,1,6,47,50,62
10229,10229,N,1,1,21,44,50,54
10229,10229,N,1,1,21,44,50,54
10229,10229,N,1,1,21,44,50,54
10229,10229,N,   ,1,21,44, ,54
10229,10229,N,   ,1,21,44, ,54
10229,10229,N,   ,1,21,44, ,54
10229,10229,1, ,1,21,44,0,54
10229,10229,1, ,1,21,44,0,54
10229,10229,1, ,1,21,44,0,54
10346,10346,N, ,1,6,10,SRS,97
10346,10346,N, ,1,6,10,SRS,97
10346,10346,N, ,1,6,10,SRS,97
10346,10346, ,1,1,6,10,G17,97
10346,10346, ,1,1,6,10,G17,97
10346,10346, ,1,1,6,10,G17,97
10346,10346, ,1,1,6,10,G17,97
10346,10346, ,1,1,6,10,G17,97
10346,10346, ,1,1,6,10,G17,97
10588,10588,N,   ,1,2,4, ,26
10588,10588,N,   ,1,2,4, ,26
10588,10588,N,   ,1,2,4, ,26
10588,10588, ,1,1,2,4,G13,26
10588,10588, ,1,1,2,4,G13,26
10588,10588, ,1,1,2,4,G13,26
10588,10588, ,1,1,2,4,G13,26
10588,10588, ,1,1,2,4,G13,26
10588,10588, ,1,1,2,4,G13,26
10951,10951,   ,      ,1,5,5,   ,35
10951,10951,   ,      ,1,5,5,   ,35
10951,10951,   ,      ,1,5,5,   ,35
10951,10951,N,1,1,5,5,50,35
10951,10951,N,1,1,5,5,50,35
10951,10951,N,1,1,5,5,50,35
10951,10951,N,   ,1,5,5, ,35
10951,10951,N,   ,1,5,5, ,35
10951,10951,N,   ,1,5,5, ,35
10296,10296,N, ,2,4,28,TRK,90
10296,10296,N, ,2,4,28,TRK,90
10296,10296,N, ,2,4,28,TRK,90
10296,10296, ,1,2,4,28,G17,90
10296,10296, ,1,2,4,28,G17,90
10296,10296, ,1,2,4,28,G17,90
10296,10296, ,1,2,4,28,G17,90
10296,10296, ,1,2,4,28,G17,90
10296,10296, ,1,2,4,28,G17,90
10378,10378,N,1,1,11,33,50,81
10378,10378,N,1,1,11,33,50,81
10378,10378,N,1,1,11,33,50,81
10378,10378,N,1,1,11,33,50,81
10378,10378,N,1,1,11,33,50,81
10378,10378,N,1,1,11,33,50,81
10378,10378,0,ATV,1,11,33,A01,81
10378,10378,0,ATV,1,11,33,A01,81
10378,10378,0,ATV,1,11,33,A01,81
10030,10030,   ,      ,1,6,14,   ,93
10030,10030,   ,      ,1,6,14,   ,93
10030,10030,   ,      ,1,6,14,   ,93
10030,10030,   ,      ,1,6,14,P01,93
10030,10030,   ,      ,1,6,14,P01,93
10030,10030,   ,      ,1,6,14,P01,93
10030,10030, ,1,1,6,14,G19,93
10030,10030, ,1,1,6,14,G19,93
10030,10030, ,1,1,6,14,G19,93
10657,10657,N,1,1,6,10,50,97
10657,10657,N,1,1,6,10,50,97
10657,10657,N,1,1,6,10,50,97
10657,10657, ,1,1,6,10,G17,97
10657,10657, ,1,1,6,10,G17,97
10657,10657, ,1,1,6,10,G17,97
10657,10657,0,N,1,6,10,   ,97
10657,10657,0,N,1,6,10,   ,97
10657,10657,0,N,1,6,10,   ,97
10815,10815, ,1,1,19,26,   ,99
10815,10815, ,1,1,19,26,   ,99
10815,10815, ,1,1,19,26,   ,99
10815,10815, ,1,1,19,26,G17,99
10815,10815, ,1,1,19,26,G17,99
10815,10815, ,1,1,19,26,G17,99
10815,10815, ,1,1,19,26,G03,99
10815,10815, ,1,1,19,26,G03,99
10815,10815, ,1,1,19,26,G03,99
10965,10965,N,1,1,6,13,50,58
10965,10965,N,1,1,6,13,50,58
10965,10965,N,1,1,6,13,50,58
10965,10965,N, ,1,6,13,TRK,58
10965,10965,N, ,1,6,13,TRK,58
10965,10965,N, ,1,6,13,TRK,58
10019,10019,N,1,1,6,13,30,58
10019,10019,N,1,1,6,13,30,58
10019,10019,N,1,1,6,13,30,58
10019,10019,N,1,1,6,13,50,58
10019,10019,N,1,1,6,13,50,58
10019,10019,N,1,1,6,13,50,58
10230,10230,N,1,1,21,44,30,54
10230,10230,N,1,1,21,44,30,54
10230,10230,N,1,1,21,44,30,54
10230,10230,1, ,1,21,44,0,54
10230,10230,1, ,1,21,44,0,54
10230,10230,1, ,1,21,44,0,54
10230,10230,300,        ,1,21,44,0,54
10230,10230,300,        ,1,21,44,0,54
10230,10230,300,        ,1,21,44,0,54
10952,10952,   ,      ,1,5,5,   ,35
10952,10952,   ,      ,1,5,5,   ,35
10952,10952,   ,      ,1,5,5,   ,35
10952,10952,        ,EP4101,1,5,5,N,35
10952,10952,        ,EP4101,1,5,5,N,35
10952,10952,        ,EP4101,1,5,5,N,35
10691,10691,N,1,1,11,43,10,16
10691,10691,N,1,1,11,43,10,16
10691,10691,N,1,1,11,43,10,16
10691,10691,N,1,1,11,43,50,16
10691,10691,N,1,1,11,43,50,16
10691,10691,N,1,1,11,43,50,16
10691,10691, ,1,1,11,43,   ,16
10691,10691, ,1,1,11,43,   ,16
10691,10691, ,1,1,11,43,   ,16
10297,10297,N,1,1,3,30,30,31
10297,10297,N,1,1,3,30,30,31
10297,10297,N,1,1,3,30,30,31
10297,10297, ,1,1,3,30,G17,31
10297,10297, ,1,1,3,30,G17,31
10297,10297, ,1,1,3,30,G17,31
10297,10297, ,1,1,3,30,G13,31
10297,10297, ,1,1,3,30,G13,31
10297,10297, ,1,1,3,30,G13,31
10623,10623,N,1,2,4,41,30,30
10623,10623,N,1,2,4,41,30,30
10623,10623,N,1,2,4,41,30,30
10623,10623,N,   ,2,4,41, ,30
10623,10623,N,   ,2,4,41, ,30
10623,10623,N,   ,2,4,41, ,30
10623,10623, ,1,2,4,41,G17,30
10623,10623, ,1,2,4,41,G17,30
10623,10623, ,1,2,4,41,G17,30
10075,10075,N,1,1,11,43,50,16
10075,10075,N,1,1,11,43,50,16
10075,10075,N,1,1,11,43,50,16
10075,10075, ,1,1,11,43,   ,16
10075,10075, ,1,1,11,43,   ,16
10075,10075, ,1,1,11,43,   ,16
10075,10075, ,1,1,11,43,G17,16
10075,10075, ,1,1,11,43,G17,16
10075,10075, ,1,1,11,43,G17,16
10075,10075,1, ,1,11,43,0,16
10075,10075,1, ,1,11,43,0,16
10075,10075,1, ,1,11,43,0,16
10254,10254,N,1,1,22,7,10,36
10254,10254,N,1,1,22,7,10,36
10254,10254,N,1,1,22,7,10,36
10254,10254,N,1,1,22,7,50,36
10254,10254,N,1,1,22,7,50,36
10254,10254,N,1,1,22,7,50,36
10254,10254, ,1,1,22,7,G13,36
10254,10254, ,1,1,22,7,G13,36
10254,10254, ,1,1,22,7,G13,36
10312,10312,   ,      ,2,4,41,   ,30
10312,10312,   ,      ,2,4,41,   ,30
10312,10312,   ,      ,2,4,41,   ,30
10312,10312,N,1,2,4,41,50,30
10312,10312,N,1,2,4,41,50,30
10312,10312,N,1,2,4,41,50,30
10312,10312, ,1,2,4,41,   ,30
10312,10312, ,1,2,4,41,   ,30
10312,10312, ,1,2,4,41,   ,30
10658,10658, ,1,1,6,11,   ,98
10658,10658, ,1,1,6,11,   ,98
10658,10658, ,1,1,6,11,   ,98
10658,10658, ,1,1,6,11,G17,98
10658,10658, ,1,1,6,11,G17,98
10658,10658, ,1,1,6,11,G17,98
10658,10658,1, ,1,6,11,0,98
10658,10658,1, ,1,6,11,0,98
10658,10658,1, ,1,6,11,0,98
10816,10816, ,1,1,19,36,G17,67
10816,10816, ,1,1,19,36,G17,67
10816,10816, ,1,1,19,36,G17,67
10816,10816, ,1,1,19,36,G03,67
10816,10816, ,1,1,19,36,G03,67
10816,10816, ,1,1,19,36,G03,67
10816,10816,1, ,1,19,36,0,67
10816,10816,1, ,1,19,36,0,67
10816,10816,1, ,1,19,36,0,67
10966,10966,   ,      ,1,6,47,   ,62
10966,10966,   ,      ,1,6,47,   ,62
10966,10966,   ,      ,1,6,47,   ,62
10966,10966,N,1,1,6,47,50,62
10966,10966,N,1,1,6,47,50,62
10966,10966,N,1,1,6,47,50,62
10966,10966,N, ,1,6,47,TRK,62
10966,10966,N, ,1,6,47,TRK,62
10966,10966,N, ,1,6,47,TRK,62
10649,10649,N,1,1,6,13,30,58
10649,10649,N,1,1,6,13,30,58
10649,10649,N,1,1,6,13,30,58
10649,10649,N,   ,1,6,13, ,58
10649,10649,N,   ,1,6,13, ,58
10649,10649,N,   ,1,6,13, ,58
10649,10649, ,1,1,6,13,   ,58
10649,10649, ,1,1,6,13,   ,58
10649,10649, ,1,1,6,13,   ,58
10702,10702,   ,      ,1,12,22,P01,66
10702,10702,   ,      ,1,12,22,P01,66
10702,10702,   ,      ,1,12,22,P01,66
10702,10702, ,1,1,12,22,G04,66
10702,10702, ,1,1,12,22,G04,66
10702,10702, ,1,1,12,22,G04,66
10702,10702,        ,R55410010,1,12,22,N,66
10702,10702,        ,R55410010,1,12,22,N,66
10702,10702,        ,R55410010,1,12,22,N,66
10953,10953,N, ,1,5,5,TRK,35
10953,10953,N, ,1,5,5,TRK,35
10953,10953,N, ,1,5,5,TRK,35
10953,10953,N, ,1,5,5,TRK,35
10953,10953,N, ,1,5,5,TRK,35
10953,10953,N, ,1,5,5,TRK,35
10725,10725,N,   ,1,13,24, ,9
10725,10725,N,   ,1,13,24, ,9
10725,10725,N,   ,1,13,24, ,9
10725,10725, ,1,1,13,24,   ,9
10725,10725, ,1,1,13,24,   ,9
10725,10725, ,1,1,13,24,   ,9
10725,10725, ,1,1,13,24,G17,9
10725,10725, ,1,1,13,24,G17,9
10725,10725, ,1,1,13,24,G17,9
10001,10001, ,1,2,4,41,G17,30
10001,10001, ,1,2,4,41,G17,30
10001,10001, ,1,2,4,41,G17,30
10001,10001,0,SRS,2,4,41,S02,30
10001,10001,0,SRS,2,4,41,S02,30
10001,10001,0,SRS,2,4,41,S02,30
10001,10001,1, ,2,4,41,0,30
10001,10001,1, ,2,4,41,0,30
10001,10001,1, ,2,4,41,0,30
10298,10298,N,1,1,3,1,10,4
10298,10298,N,1,1,3,1,10,4
10298,10298,N,1,1,3,1,10,4
10298,10298,N,1,1,3,1,50,4
10298,10298,N,1,1,3,1,50,4
10298,10298,N,1,1,3,1,50,4
10298,10298,1, ,1,3,1,0,4
10298,10298,1, ,1,3,1,0,4
10298,10298,1, ,1,3,1,0,4
10379,10379,   ,      ,1,11,33,   ,81
10379,10379,   ,      ,1,11,33,   ,81
10379,10379,   ,      ,1,11,33,   ,81
10379,10379,N,1,1,11,33,30,81
10379,10379,N,1,1,11,33,30,81
10379,10379,N,1,1,11,33,30,81
10379,10379,N,   ,1,11,33, ,81
10379,10379,N,   ,1,11,33, ,81
10379,10379,N,   ,1,11,33, ,81
10624,10624,N,1,2,4,20,30,52
10624,10624,N,1,2,4,20,30,52
10624,10624,N,1,2,4,20,30,52
10624,10624,N,   ,2,4,20, ,52
10624,10624,N,   ,2,4,20, ,52
10624,10624,N,   ,2,4,20, ,52
10624,10624, ,1,2,4,20,G17,52
10624,10624, ,1,2,4,20,G17,52
10624,10624, ,1,2,4,20,G17,52
10313,10313,N,1,2,4,20,10,52
10313,10313,N,1,2,4,20,10,52
10313,10313,N,1,2,4,20,10,52
10313,10313,N,1,2,4,20,50,52
10313,10313,N,1,2,4,20,50,52
10313,10313,N,1,2,4,20,50,52
10313,10313,0,N,2,4,20,   ,52
10313,10313,0,N,2,4,20,   ,52
10313,10313,0,N,2,4,20,   ,52
10659,10659,N, ,1,6,13,TRK,58
10659,10659,N, ,1,6,13,TRK,58
10659,10659,N, ,1,6,13,TRK,58
10659,10659, ,1,1,6,13,G17,58
10659,10659, ,1,1,6,13,G17,58
10659,10659, ,1,1,6,13,G17,58
10659,10659,1, ,1,6,13,0,58
10659,10659,1, ,1,6,13,0,58
10659,10659,1, ,1,6,13,0,58
10817,10817,N,1,1,19,45,30,1
10817,10817,N,1,1,19,45,30,1
10817,10817,N,1,1,19,45,30,1
10817,10817,N,1,1,19,45,50,1
10817,10817,N,1,1,19,45,50,1
10817,10817,N,1,1,19,45,50,1
10817,10817, ,1,1,19,45,G03,1
10817,10817, ,1,1,19,45,G03,1
10817,10817, ,1,1,19,45,G03,1
10878,10878,N,1,1,22,7,50,36
10878,10878,N,1,1,22,7,50,36
10878,10878,N,1,1,22,7,50,36
10878,10878,0,0,1,22,7, ,36
10878,10878,0,0,1,22,7, ,36
10878,10878,0,0,1,22,7, ,36
10878,10878,1, ,1,22,7,0,36
10878,10878,1, ,1,22,7,0,36
10878,10878,1, ,1,22,7,0,36
10347,10347,   ,      ,1,6,11,   ,98
10347,10347,   ,      ,1,6,11,   ,98
10347,10347,   ,      ,1,6,11,   ,98
10347,10347,        ,EP4101,1,6,11,N,98
10347,10347,        ,EP4101,1,6,11,N,98
10347,10347,        ,EP4101,1,6,11,N,98
10347,10347,1, ,1,6,11,0,98
10347,10347,1, ,1,6,11,0,98
10347,10347,1, ,1,6,11,0,98
10534,10534,N,1,1,21,44,50,45
10534,10534,N,1,1,21,44,50,45
10534,10534,N,1,1,21,44,50,45
10534,10534,N,1,1,21,44,50,45
10534,10534,N,1,1,21,44,50,45
10534,10534,N,1,1,21,44,50,45
10534,10534, ,1,1,21,44,G17,45
10534,10534, ,1,1,21,44,G17,45
10534,10534, ,1,1,21,44,G17,45
10589,10589,N,1,1,2,4,50,26
10589,10589,N,1,1,2,4,50,26
10589,10589,N,1,1,2,4,50,26
10589,10589,N,1,1,2,4,50,26
10589,10589,N,1,1,2,4,50,26
10589,10589,N,1,1,2,4,50,26
10589,10589,N,   ,1,2,4, ,26
10589,10589,N,   ,1,2,4, ,26
10589,10589,N,   ,1,2,4, ,26
10625,10625,   ,      ,2,4,20,   ,52
10625,10625,   ,      ,2,4,20,   ,52
10625,10625,   ,      ,2,4,20,   ,52
10625,10625,   ,      ,2,4,20,   ,52
10625,10625,   ,      ,2,4,20,   ,52
10625,10625,   ,      ,2,4,20,   ,52
10625,10625,N,1,2,4,20,50,52
10625,10625,N,1,2,4,20,50,52
10625,10625,N,1,2,4,20,50,52
10914,10914,N,   ,1,3,1, ,50
10914,10914,N,   ,1,3,1, ,50
10914,10914,N,   ,1,3,1, ,50
10914,10914, ,1,1,3,1,G17,50
10914,10914, ,1,1,3,1,G17,50
10914,10914, ,1,1,3,1,G17,50
10914,10914,0,N,1,3,1,   ,50
10914,10914,0,N,1,3,1,   ,50
10914,10914,0,N,1,3,1,   ,50
10314,10314,N,1,2,4,20,10,52
10314,10314,N,1,2,4,20,10,52
10314,10314,N,1,2,4,20,10,52
10314,10314, ,1,2,4,20,G04,52
10314,10314, ,1,2,4,20,G04,52
10314,10314, ,1,2,4,20,G04,52
10314,10314,0,N,2,4,20,   ,52
10314,10314,0,N,2,4,20,   ,52
10314,10314,0,N,2,4,20,   ,52
10580,10580,N,1,2,1,3,10,44
10580,10580,N,1,2,1,3,10,44
10580,10580,N,1,2,1,3,10,44
10580,10580,N,1,2,1,3,30,44
10580,10580,N,1,2,1,3,30,44
10580,10580,N,1,2,1,3,30,44
10580,10580,0,ATVSVP,2,1,3,   ,44
10580,10580,0,ATVSVP,2,1,3,   ,44
10580,10580,0,ATVSVP,2,1,3,   ,44
10818,10818,N,1,1,19,26,50,99
10818,10818,N,1,1,19,26,50,99
10818,10818,N,1,1,19,26,50,99
10818,10818, ,1,1,19,26,   ,99
10818,10818, ,1,1,19,26,   ,99
10818,10818, ,1,1,19,26,   ,99
10818,10818, ,1,1,19,26,G03,99
10818,10818, ,1,1,19,26,G03,99
10818,10818, ,1,1,19,26,G03,99
10231,10231, ,1,1,21,44,   ,54
10231,10231, ,1,1,21,44,   ,54
10231,10231, ,1,1,21,44,   ,54
10231,10231, ,1,1,21,44,G17,54
10231,10231, ,1,1,21,44,G17,54
10231,10231, ,1,1,21,44,G17,54
10231,10231,300,        ,1,21,44,0,54
10231,10231,300,        ,1,21,44,0,54
10231,10231,300,        ,1,21,44,0,54
10482,10482,N,1,1,19,47,50,61
10482,10482,N,1,1,19,47,50,61
10482,10482,N,1,1,19,47,50,61
10482,10482,N,   ,1,19,47, ,61
10482,10482,N,   ,1,19,47, ,61
10482,10482,N,   ,1,19,47, ,61
10482,10482,1, ,1,19,47,0,61
10482,10482,1, ,1,19,47,0,61
10482,10482,1, ,1,19,47,0,61
10535,10535,N,1,1,21,44,30,45
10535,10535,N,1,1,21,44,30,45
10535,10535,N,1,1,21,44,30,45
10535,10535,N,1,1,21,44,30,45
10535,10535,N,1,1,21,44,30,45
10535,10535,N,1,1,21,44,30,45
10535,10535,N,1,1,21,44,50,45
10535,10535,N,1,1,21,44,50,45
10535,10535,N,1,1,21,44,50,45
10590,10590,   ,      ,1,2,4,   ,26
10590,10590,   ,      ,1,2,4,   ,26
10590,10590,   ,      ,1,2,4,   ,26
10590,10590,N,   ,1,2,4, ,26
10590,10590,N,   ,1,2,4, ,26
10590,10590,N,   ,1,2,4, ,26
10590,10590, ,1,1,2,4,G13,26
10590,10590, ,1,1,2,4,G13,26
10590,10590, ,1,1,2,4,G13,26
10299,10299,N,1,1,3,30,50,33
10299,10299,N,1,1,3,30,50,33
10299,10299,N,1,1,3,30,50,33
10299,10299,0,N,1,3,30,   ,33
10299,10299,0,N,1,3,30,   ,33
10299,10299,0,N,1,3,30,   ,33
10299,10299,0,0,1,3,30, ,33
10299,10299,0,0,1,3,30, ,33
10299,10299,0,0,1,3,30, ,33
10380,10380,N,1,1,11,43,30,16
10380,10380,N,1,1,11,43,30,16
10380,10380,N,1,1,11,43,30,16
10380,10380,N,1,1,11,43,30,16
10380,10380,N,1,1,11,43,30,16
10380,10380,N,1,1,11,43,30,16
10380,10380,N,   ,1,11,43, ,16
10380,10380,N,   ,1,11,43, ,16
10380,10380,N,   ,1,11,43, ,16
10626,10626,   ,      ,2,4,15,   ,19
10626,10626,   ,      ,2,4,15,   ,19
10626,10626,   ,      ,2,4,15,   ,19
10626,10626,N,1,2,4,15,50,19
10626,10626,N,1,2,4,15,50,19
10626,10626,N,1,2,4,15,50,19
10626,10626,N, ,2,4,15,ATV,19
10626,10626,N, ,2,4,15,ATV,19
10626,10626,N, ,2,4,15,ATV,19
10851,10851,N,1,1,21,44,10,54
10851,10851,N,1,1,21,44,10,54
10851,10851,N,1,1,21,44,10,54
10851,10851, ,1,1,21,44,   ,54
10851,10851, ,1,1,21,44,   ,54
10851,10851, ,1,1,21,44,   ,54
10851,10851, ,1,1,21,44,   ,54
10851,10851, ,1,1,21,44,   ,54
10851,10851, ,1,1,21,44,   ,54
10203,10203,N,1,1,19,47,10,61
10203,10203,N,1,1,19,47,10,61
10203,10203,N,1,1,19,47,10,61
10203,10203,N,1,1,19,47,50,61
10203,10203,N,1,1,19,47,50,61
10203,10203,N,1,1,19,47,50,61
10203,10203,N,   ,1,19,47, ,61
10203,10203,N,   ,1,19,47, ,61
10203,10203,N,   ,1,19,47, ,61
10660,10660,   ,      ,1,7,26,P01,3
10660,10660,   ,      ,1,7,26,P01,3
10660,10660,   ,      ,1,7,26,P01,3
10660,10660, ,1,1,7,26,G08,3
10660,10660, ,1,1,7,26,G08,3
10660,10660, ,1,1,7,26,G08,3
10660,10660,0,N,1,7,26,   ,3
10660,10660,0,N,1,7,26,   ,3
10660,10660,0,N,1,7,26,   ,3
10819,10819,N,1,1,19,26,30,99
10819,10819,N,1,1,19,26,30,99
10819,10819,N,1,1,19,26,30,99
10819,10819, ,1,1,19,26,G03,99
10819,10819, ,1,1,19,26,G03,99
10819,10819, ,1,1,19,26,G03,99
10819,10819,5,0,1,19,26, ,99
10819,10819,5,0,1,19,26, ,99
10819,10819,5,0,1,19,26, ,99
10967,10967,N,1,1,6,13,50,58
10967,10967,N,1,1,6,13,50,58
10967,10967,N,1,1,6,13,50,58
10967,10967,0,SRS,1,6,13,   ,58
10967,10967,0,SRS,1,6,13,   ,58
10967,10967,0,SRS,1,6,13,   ,58
10591,10591,   ,      ,1,2,4,   ,25
10591,10591,   ,      ,1,2,4,   ,25
10591,10591,   ,      ,1,2,4,   ,25
10591,10591,N,1,1,2,4,50,25
10591,10591,N,1,1,2,4,50,25
10591,10591,N,1,1,2,4,50,25
10591,10591,N,   ,1,2,4, ,25
10591,10591,N,   ,1,2,4, ,25
10591,10591,N,   ,1,2,4, ,25
10088,10088,N,1,1,13,5,30,34
10088,10088,N,1,1,13,5,30,34
10088,10088,N,1,1,13,5,30,34
10088,10088,N,1,1,13,5,50,34
10088,10088,N,1,1,13,5,50,34
10088,10088,N,1,1,13,5,50,34
10088,10088,N, ,1,13,5,TRK,34
10088,10088,N, ,1,13,5,TRK,34
10088,10088,N, ,1,13,5,TRK,34
10088,10088, ,1,1,13,5,G17,34
10088,10088, ,1,1,13,5,G17,34
10088,10088, ,1,1,13,5,G17,34
10300,10300, ,1,1,3,1,G17,4
10300,10300, ,1,1,3,1,G17,4
10300,10300, ,1,1,3,1,G17,4
10300,10300,0,0,1,3,1, ,4
10300,10300,0,0,1,3,1, ,4
10300,10300,0,0,1,3,1, ,4
10300,10300,0,0,1,3,1, ,4
10300,10300,0,0,1,3,1, ,4
10300,10300,0,0,1,3,1, ,4
10852,10852,   ,      ,1,21,44,   ,54
10852,10852,   ,      ,1,21,44,   ,54
10852,10852,   ,      ,1,21,44,   ,54
10852,10852, ,1,1,21,44,G17,54
10852,10852, ,1,1,21,44,G17,54
10852,10852, ,1,1,21,44,G17,54
10852,10852, ,1,1,21,44,G03,54
10852,10852, ,1,1,21,44,G03,54
10852,10852, ,1,1,21,44,G03,54
10394,10394,N,1,1,13,24,30,110
10394,10394,N,1,1,13,24,30,110
10394,10394,N,1,1,13,24,30,110
10394,10394,N,1,1,13,24,30,110
10394,10394,N,1,1,13,24,30,110
10394,10394,N,1,1,13,24,30,110
10394,10394,N,   ,1,13,24, ,110
10394,10394,N,   ,1,13,24, ,110
10394,10394,N,   ,1,13,24, ,110
10968,10968,N,1,1,6,14,50,93
10968,10968,N,1,1,6,14,50,93
10968,10968,N,1,1,6,14,50,93
10968,10968,0,SRS,1,6,14,   ,93
10968,10968,0,SRS,1,6,14,   ,93
10968,10968,0,SRS,1,6,14,   ,93
10277,10277,N,1,1,2,4,30,26
10277,10277,N,1,1,2,4,30,26
10277,10277,N,1,1,2,4,30,26
10277,10277,N,1,1,2,4,50,26
10277,10277,N,1,1,2,4,50,26
10277,10277,N,1,1,2,4,50,26
10277,10277, ,1,1,2,4,G17,26
10277,10277, ,1,1,2,4,G17,26
10277,10277, ,1,1,2,4,G17,26
10592,10592,N,1,1,2,4,50,26
10592,10592,N,1,1,2,4,50,26
10592,10592,N,1,1,2,4,50,26
10592,10592,N,   ,1,2,4, ,26
10592,10592,N,   ,1,2,4, ,26
10592,10592,N,   ,1,2,4, ,26
10592,10592, ,1,1,2,4,G17,26
10592,10592, ,1,1,2,4,G17,26
10592,10592, ,1,1,2,4,G17,26
10703,10703,N,1,1,12,22,30,66
10703,10703,N,1,1,12,22,30,66
10703,10703,N,1,1,12,22,30,66
10703,10703,N,1,1,12,22,50,66
